,Year:,Month:,County:,Vegetation Condition Index(VIC):,Pasture condition:,Browse condition:,Cattle body condition:,Goats body condition:,Current milk production:,Current cattle prices:,Current goats prices:,Livestock mortality:,Maize prices:,Distance from households to main water sources:,Distance from livestock grazing area to main water sources:,Terms of trade:,Children at risk of malnutrition:,Drought phase classification:,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
560,2018.0,February,Tharaka nithi,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246882316,0a89711c-0a9c-49de-896a-be121149823b,2021-12-30 15:12:19,,,submitted_via_web,,,561
561,2018.0,February,West pokot,Moderate vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246882678,0c38d57c-bba4-4fac-afc8-261dd6eeab47,2021-12-30 15:13:41,,,submitted_via_web,,,562
562,2018.0,February,Embu,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alert,246883178,01b85ef1-8232-4423-b64b-9a75bcabd831,2021-12-30 15:15:22,,,submitted_via_web,,,563
563,2018.0,February,Kitui,Extreme,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alert,246883724,44d1e25c-ec47-4058-ab89-34880b920d2a,2021-12-30 15:17:30,,,submitted_via_web,,,564
564,2018.0,February,Makueni,Moderate vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alert,246884308,c693a247-27be-4631-832a-d7d6b28adb5a,2021-12-30 15:18:59,,,submitted_via_web,,,565
565,2018.0,February,Meru,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246885014,120dba24-21c4-48b0-a195-ba50ce4d0165,2021-12-30 15:21:09,,,submitted_via_web,,,566
566,2018.0,February,Nyeri,Normal vegetation greenness,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Normal,246886061,dc112744-5b45-4baa-83db-583d8c01037d,2021-12-30 15:24:41,,,submitted_via_web,,,567
567,2018.0,February,Kilifi,Moderate vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246886421,8b77bc15-e919-4867-8ff5-20a6d4eb1894,2021-12-30 15:26:03,,,submitted_via_web,,,568
568,2018.0,February,Kwale,Normal vegetation greenness,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Above LTA,Normal,246887131,9c32a7d4-a5b3-497a-94a0-c89fb7e39690,2021-12-30 15:28:48,,,submitted_via_web,,,569
569,2018.0,February,Lamu,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246887591,68694906-6eb3-4f22-90e0-26cf9baa8470,2021-12-30 15:30:08,,,submitted_via_web,,,570
570,2018.0,February,Taita taveta,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246888162,fc21b311-4567-42bb-8168-0726433fa6be,2021-12-30 15:31:43,,,submitted_via_web,,,571
571,2018.0,February,Narok,Vegetation greenness Above normal,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,At LTA,Below LTA,Normal,246888418,cd5a4b33-32a7-4055-85d7-928d1eebe6e3,2021-12-30 15:32:59,,,submitted_via_web,,,572
572,2019.0,July,Kilifi,Normal vegetation greenness,3.0,3.0,2.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246906615,ca09996b-efd1-4d79-a3fe-98dde5b37b32,2021-12-30 16:35:42,,,submitted_via_web,,,573
573,2019.0,July,Kwale,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Normal,246907445,5ed573e6-325a-4f21-8e2b-21842c19e6a3,2021-12-30 16:38:39,,,submitted_via_web,,,574
574,2019.0,July,Lamu,Vegetation greenness Above normal,3.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246908202,53970153-e221-4cac-8429-980e2ba03013,2021-12-30 16:41:33,,,submitted_via_web,,,575
575,2019.0,July,Taita taveta,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246908981,c618ec2c-18c6-4227-8ef8-e396a8c558f3,2021-12-30 16:44:40,,,submitted_via_web,,,576
576,2018.0,January,Baringo,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Above LTA,Normal,246909315,541a0eac-840c-46a5-a8b6-9a568699937b,2021-12-30 16:45:48,,,submitted_via_web,,,577
577,2019.0,July,Narok,Normal vegetation greenness,2.0,2.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Normal,246909618,c4381a82-fdd1-43d0-ad30-ca118b47e0a9,2021-12-30 16:46:52,,,submitted_via_web,,,578
578,2018.0,January,Mandera,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Above LTA,Alert,246909755,0a639e2b-0f2d-4905-b495-9e436b010987,2021-12-30 16:47:27,,,submitted_via_web,,,579
579,2018.0,January,Turkana,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246910099,e6b769e3-3bde-410e-8faf-d04e5984bd7a,2021-12-30 16:49:33,,,submitted_via_web,,,580
580,2018.0,January,Marsabit,Severe vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Alert,246910376,06adb8eb-71f7-4184-81fa-5375fe1eb887,2021-12-30 16:50:46,,,submitted_via_web,,,581
581,2018.0,January,Wajir,Severe vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alert,246910813,b8e256f3-1174-482c-b427-cb67d01052a2,2021-12-30 16:52:47,,,submitted_via_web,,,582
582,2018.0,January,Samburu,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Below LTA,Normal,246911128,3adadd74-1bae-48a0-a569-5502b9be2136,2021-12-30 16:54:10,,,submitted_via_web,,,583
583,2018.0,January,Garissa,Extreme,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Above LTA,Alarm,246911527,f01625be-b511-4598-8ee7-59e24ab4bef0,2021-12-30 16:55:37,,,submitted_via_web,,,584
584,2020.0,February,Baringo,,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246911848,b5fa1548-7b14-42a1-a6d3-35eba5eef610,2021-12-30 16:56:49,,,submitted_via_web,,,585
585,2018.0,January,Isiolo,Extreme,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246911853,8eb0914f-e7af-4d39-ae03-328585a0e93e,2021-12-30 16:56:50,,,submitted_via_web,,,586
586,2018.0,January,Tana river,Severe vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alarm,246912227,0f911021-487f-4437-9edc-1434163e4970,2021-12-30 16:58:23,,,submitted_via_web,,,587
587,2018.0,January,Kajiado,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Above LTA,Alarm,246912530,3762582a-dbc4-4918-a567-f366eef2bd8f,2021-12-30 16:59:45,,,submitted_via_web,,,588
588,2020.0,February,Mandera,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246912540,1e6ac207-e73b-4d47-9fe2-08a96d4aa5a4,2021-12-30 16:59:48,,,submitted_via_web,,,589
589,2018.0,January,Laikipia,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246912977,9d1d0154-4899-47f2-aedc-4ab4ae2da5db,2021-12-30 17:01:27,,,submitted_via_web,,,590
590,2018.0,January,Tharaka nithi,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246913538,f698001a-e9fd-42a2-aae9-21a377e9510c,2021-12-30 17:03:21,,,submitted_via_web,,,591
591,2018.0,January,West pokot,Vegetation greenness Above normal,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246913930,199716bd-c08a-4333-9426-001e05579663,2021-12-30 17:05:02,,,submitted_via_web,,,592
592,2018.0,January,Embu,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,At LTA,Normal,246914295,9c119e1e-30d1-488d-af3f-cc670aa206b1,2021-12-30 17:07:01,,,submitted_via_web,,,593
593,2020.0,February,Turkana,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,At LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246914363,5c63cb4f-bbd8-4060-acdd-b517cc1044ae,2021-12-30 17:07:17,,,submitted_via_web,,,594
594,2018.0,January,Kitui,Severe vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Alert,246914609,33242039-cb69-49c5-9ba4-c203f2a47739,2021-12-30 17:08:06,,,submitted_via_web,,,595
595,2018.0,January,Makueni,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,At LTA,Normal,246915145,6a4e62ca-748d-4d69-89ea-eb65ae286024,2021-12-30 17:10:06,,,submitted_via_web,,,596
596,2020.0,February,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246915421,7e93cea9-d857-478b-b4e3-101b1bbbbe2b,2021-12-30 17:11:07,,,submitted_via_web,,,597
597,2018.0,January,Meru,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246915567,75232087-d55a-4b2b-b609-8393ef9afe13,2021-12-30 17:11:54,,,submitted_via_web,,,598
598,2020.0,February,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246915762,dcb29a80-538c-4e34-8c8d-58413b1fc515,2021-12-30 17:12:36,,,submitted_via_web,,,599
599,2018.0,January,Nyeri,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Normal,246915927,09332b84-2693-4a19-9d2c-b15e8226bd64,2021-12-30 17:13:36,,,submitted_via_web,,,600
600,2020.0,February,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246916097,db4a7d40-19a4-4600-a8d4-f843565e2598,2021-12-30 17:14:09,,,submitted_via_web,,,601
601,2018.0,January,Kilifi,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246916314,1e1a110a-37bb-4af2-b5ef-38067752b4a9,2021-12-30 17:15:25,,,submitted_via_web,,,602
602,2020.0,February,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246916439,3cc331fa-e14f-45b9-9dda-8e03023892f9,2021-12-30 17:15:47,,,submitted_via_web,,,603
603,2020.0,February,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246916682,38c4a927-047a-46e2-8077-c1b10af32e0d,2021-12-30 17:17:09,,,submitted_via_web,,,604
604,2018.0,January,Kwale,Normal vegetation greenness,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Above LTA,Normal,246916725,0bbe5849-74f1-4f82-a48c-764fe9f684cf,2021-12-30 17:17:22,,,submitted_via_web,,,605
605,2018.0,January,Lamu,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246916925,4d2b2de3-e7f1-452b-809b-58e0e2b1f27e,2021-12-30 17:18:35,,,submitted_via_web,,,606
606,2020.0,February,Tana river,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Below LTA,Above LTA,No death of livestock reported,Below LTA,Above LTA,Below LTA,Above LTA,Above LTA,Normal,246916992,13786239-c99d-43c8-9056-682307ac9ebb,2021-12-30 17:18:59,,,submitted_via_web,,,607
607,2018.0,January,Taita taveta,Moderate vegetation deficit,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246917132,a323da11-2b8b-40d6-96b1-96f774db61e2,2021-12-30 17:19:54,,,submitted_via_web,,,608
608,2020.0,February,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246917260,7a9430ed-31c2-4a63-8dcf-93f11b333881,2021-12-30 17:20:41,,,submitted_via_web,,,609
609,2018.0,January,Narok,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,At LTA,Normal,246917366,f136877c-71f1-4454-a38c-d2764e40a8f2,2021-12-30 17:21:23,,,submitted_via_web,,,610
610,2020.0,February,Laikipia,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246917748,33a456dd-0c72-41b1-bde4-0553b7294e66,2021-12-30 17:24:10,,,submitted_via_web,,,611
611,2020.0,February,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246918418,c1b9630f-b21f-406e-ad93-270d36f5fa37,2021-12-30 17:28:24,,,submitted_via_web,,,612
612,2020.0,February,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246918927,5522938c-77e2-458b-babc-e7c96778fec7,2021-12-30 17:30:24,,,submitted_via_web,,,613
613,2020.0,February,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246919360,c30106cf-9fd7-4186-90af-78ca355b310f,2021-12-30 17:31:47,,,submitted_via_web,,,614
614,2020.0,February,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,At LTA,Normal,246919901,6108d372-e8a4-4330-8df6-7cdb7a43fc68,2021-12-30 17:34:22,,,submitted_via_web,,,615
615,2020.0,February,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246920276,fd3d0791-eaf3-4822-ba9f-2921a65e51cd,2021-12-30 17:36:56,,,submitted_via_web,,,616
616,2020.0,February,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246920554,957649f0-3d70-4964-9c1b-9b7bdea4bb4f,2021-12-30 17:38:35,,,submitted_via_web,,,617
617,2020.0,February,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246921052,42fd8c28-f460-43c5-a522-b52f6d635d2e,2021-12-30 17:40:36,,,submitted_via_web,,,618
618,2020.0,February,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246921332,bcc5ffe4-3413-4ef6-bb67-a4c7dab5ebfe,2021-12-30 17:42:16,,,submitted_via_web,,,619
619,2020.0,February,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,At LTA,Above LTA,Below LTA,Normal,246921974,ad8ee854-055f-48bf-8eee-c4dfe4c4c571,2021-12-30 17:44:51,,,submitted_via_web,,,620
620,2020.0,February,Lamu,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246922260,c07742f4-d714-4918-b877-067a7bb0e09a,2021-12-30 17:46:52,,,submitted_via_web,,,621
621,2020.0,February,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246922553,690c1e21-77c8-4407-8efb-6e391b3da0b7,2021-12-30 17:48:31,,,submitted_via_web,,,622
622,2020.0,February,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246922834,01d3bd1d-e9b7-4351-ab9f-e1e909274954,2021-12-30 17:50:07,,,submitted_via_web,,,623
623,2019.0,October,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Above LTA,Above LTA,At LTA,Above LTA,Normal,246927805,f126eff1-dfbf-4639-92c5-c978fe56d2a9,2021-12-30 18:11:59,,,submitted_via_web,,,624
624,2019.0,October,Mandera,Moderate vegetation deficit,2.0,3.0,1.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Below LTA,Below LTA,Above LTA,Alarm,246928723,c0cd80ef-f859-434c-b437-0bb2ed118e56,2021-12-30 18:14:47,,,submitted_via_web,,,625
625,2019.0,October,Turkana,Vegetation greenness Above normal,2.0,3.0,2.0,3.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246929331,d6a19af9-9db4-4c6c-aaea-8a1892dea0db,2021-12-30 18:17:37,,,submitted_via_web,,,626
626,2018.0,October,Marsabit,Moderate vegetation deficit,3.0,3.0,2.0,2.0,Below LTA,Below LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Alert,246930189,d7ed1c68-cbf4-4d31-bc64-c5d850080238,2021-12-30 18:22:09,,,submitted_via_web,,,627
627,2017.0,December,Baringo,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,,,,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246930647,4869b218-30a4-4ab9-9f9f-400643a4898e,2021-12-30 18:23:55,,,submitted_via_web,,,628
628,2019.0,October,Wajir,Moderate vegetation deficit,2.0,2.0,2.0,2.0,Above LTA,Below LTA,At LTA,No death of livestock reported,At LTA,At LTA,Below LTA,Below LTA,Above LTA,Alert,246931171,c06ef4fe-bfad-4fe9-94f3-6a775cef11fb,2021-12-30 18:26:33,,,submitted_via_web,,,629
629,2019.0,October,Samburu,Moderate vegetation deficit,2.0,2.0,3.0,3.0,Above LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Alert,246932279,e5b4766c-b9cf-4f0f-8a1a-84e634b275cd,2021-12-30 18:32:07,,,submitted_via_web,,,630
642,2019.0,October,Garissa,Normal vegetation greenness,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246938665,b623110c-c7e3-4cad-8270-c96cb1e7d884,2021-12-30 19:07:42,,,submitted_via_web,,,643
646,2019.0,October,Isiolo,Moderate vegetation deficit,1.0,1.0,1.0,1.0,Below LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Alarm,246939456,6d8e5c8e-43a1-448e-957f-23aa5e06b16f,2021-12-30 19:11:35,,,submitted_via_web,,,647
650,2019.0,October,Tana river,Normal vegetation greenness,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Above LTA,Above LTA,At LTA,Above LTA,Alert,246940136,d67ba639-21e0-4744-82da-ba4a4a3e793f,2021-12-30 19:16:24,,,submitted_via_web,,,651
654,2019.0,October,Kajiado,Normal vegetation greenness,1.0,2.0,1.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Above LTA,Below LTA,Above LTA,Below LTA,Normal,246941149,30c1c690-2553-4bff-892e-2c627afe3ea0,2021-12-30 19:21:58,,,submitted_via_web,,,655
656,2019.0,October,Laikipia,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Above LTA,At LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Below LTA,Normal,246942676,b07da57b-16fb-4501-8e54-ba421ba08fe6,2021-12-30 19:30:55,,,submitted_via_web,,,657
657,2019.0,October,Tharaka nithi,Moderate vegetation deficit,1.0,2.0,1.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,At LTA,Recovery,246944869,140d401c-d5a9-4213-b603-c29d3e8db8d2,2021-12-30 19:46:32,,,submitted_via_web,,,658
658,2019.0,October,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246945751,5b51a0d7-53bc-4a0c-8c14-4122d13cd9f9,2021-12-30 19:50:17,,,submitted_via_web,,,659
659,2019.0,October,Embu,Normal vegetation greenness,1.0,1.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,At LTA,Normal,246946628,e5f78556-0597-40b6-a68d-bb0f8a20c645,2021-12-30 19:56:10,,,submitted_via_web,,,660
661,2019.0,October,Embu,Normal vegetation greenness,1.0,1.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,At LTA,Normal,246986437,9687a433-0ae9-43b6-a9c4-9bbdf5662489,2021-12-31 03:47:48,,,submitted_via_web,,,662
662,2019.0,October,Makueni,Normal vegetation greenness,1.0,1.0,2.0,3.0,Above LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Above LTA,Alert,246986576,7a0f73a0-f11f-4ed4-bb42-cf07c6184252,2021-12-31 03:51:19,,,submitted_via_web,,,663
663,2019.0,October,Meru,Normal vegetation greenness,3.0,3.0,2.0,2.0,At LTA,At LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246986786,126b8bf0-8570-4d55-92e4-147da6d56251,2021-12-31 03:53:54,,,submitted_via_web,,,664
664,2019.0,October,Nyeri,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Above LTA,Below LTA,Below LTA,Below LTA,Normal,246986997,ef66a5f4-e53a-4f7b-8b1b-479b25434c3a,2021-12-31 03:56:34,,,submitted_via_web,,,665
665,2019.0,October,Kilifi,Vegetation greenness Above normal,3.0,3.0,2.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,At LTA,Below LTA,Alert,246987253,c065c144-2c7e-4822-90ec-1283a25a0acf,2021-12-31 03:58:58,,,submitted_via_web,,,666
666,2019.0,October,Kwale,Vegetation greenness Above normal,3.0,2.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Above LTA,Normal,246987513,a216b618-9c5e-48e6-b340-5e426a292a3b,2021-12-31 04:04:01,,,submitted_via_web,,,667
667,2019.0,October,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Below LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,At LTA,Below LTA,Above LTA,Normal,246987713,09a4f046-71be-4d50-b58d-0220a6f654b0,2021-12-31 04:06:09,,,submitted_via_web,,,668
668,2019.0,October,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246987905,71904c59-a367-4cd7-b234-4ec4491805d1,2021-12-31 04:08:32,,,submitted_via_web,,,669
669,2019.0,October,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246988362,1c0638bc-f42c-4878-9382-93526aa9a4f7,2021-12-31 04:11:49,,,submitted_via_web,,,670
670,2019.0,August,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alert,246988679,7ffd777c-e27b-491c-a999-61892a739506,2021-12-31 04:15:26,,,submitted_via_web,,,671
671,2019.0,August,Mandera,Normal vegetation greenness,1.0,1.0,2.0,2.0,Below LTA,At LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246988875,aa4b0c6e-0625-4c16-a68d-92f0d6aabaae,2021-12-31 04:17:55,,,submitted_via_web,,,672
672,2019.0,August,Turkana,Normal vegetation greenness,2.0,2.0,2.0,3.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246989056,f4092298-c1ef-4ec8-919e-161a0195ad04,2021-12-31 04:21:16,,,submitted_via_web,,,673
673,2019.0,August,Marsabit,Moderate vegetation deficit,2.0,2.0,2.0,2.0,Below LTA,Below LTA,At LTA,No death of livestock reported,At LTA,Above LTA,Above LTA,Below LTA,At LTA,Alarm,246989269,87ee7b20-3438-46c0-8b05-39dc6209fc05,2021-12-31 04:24:22,,,submitted_via_web,,,674
675,2019.0,August,Wajir,Moderate vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,At LTA,Below LTA,Above LTA,Alarm,246989690,3ea8d462-1b75-4972-b102-1345a8d8d693,2021-12-31 04:28:28,,,submitted_via_web,,,676
